LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC_PERCENT,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
FA818BE5,Hymenoscyphus laetus,Hymenoscyphus_laetus_CBS_340.76,366,36327597,2044,1078606,32818,99255.73,43,257815,141,66905,51.91,0,8,10
F7D79249,Hymenoscyphus linearis,Hymenoscyphus_linearis_chi01,574,50023636,2032,670341,49412,87149.19,90,178039,284,50228,44.12,0,14,19
FD8E05DE,Hymenoscyphus occultus,Hymenoscyphus_occultus_F52847-1,1247,56837564,2002,487391,20963,45579.44,165,97525,582,24835,44.11,0,16,16
FD179291,Hymenoscyphus repandus,Hymenoscyphus_repandus_CBS_341.76,574,42329140,2002,799494,11057,73744.15,57,229333,185,58944,45.69,0,5,9
F6092141,Hymenoscyphus salicellus,Hymenoscyphus_salicellus_CBS_111550,7074,54117611,2001,56249,5557,7650.21,1609,10281,5087,3582,44.78,0,18,25
FFCFCE70,Hymenoscyphus scutula,Hymenoscyphus_scutula_CBS_480.97,2152,62590072,2001,509191,10655,29084.61,236,73755,1006,12037,41.19,0,12,15
F7979960,Hymenoscyphus sp. LP001,Hymenoscyphus_sp._LP001_LP001,4800,66477590,2001,237988,5631,13849.50,566,32480,2686,4817,42.41,0,33,18
F3279C04,Hymenoscyphus varicosporioides,Hymenoscyphus_varicosporioides_PMI_453,103,48236688,2237,2716377,106209,468317.36,15,1155614,39,380123,44.58,0,0,11
F404D741,Hymenotorrendiella dingleyae,Hymenotorrendiella_dingleyae_D1086,1768,55062900,2006,335922,13528,31144.17,244,70990,840,15271,43.86,0,1,5
FE7E6E41,Hyphodiscus hymeniophilus,Hyphodiscus_hymeniophilus_ATCC_34498,23,35160837,61228,2860692,1583289,1528732.04,8,1935564,17,1273008,46.76,19,21,20
FF887E32,Hyphodiscus sp. D1413,Hyphodiscus_sp._D1413_D1413,357,34098679,2040,1489265,7610,95514.51,23,538937,76,89673,47.50,0,6,4
F211712A,Hypholoma fasciculare,Hypholoma_fasciculare_SGAA,1813,45632475,2006,408079,11832,25169.59,246,51028,957,10980,49.94,0,7,6
F46A81D0,Hypholoma sublateritium,Hypholoma_sublateritium_FD-334_SS-4,514,47760302,2003,1726651,18113,92918.88,43,303279,169,61089,49.41,0,6,2
FE3F0734,Hyphopichia burtonii,Hyphopichia_burtonii_NRRL_Y-1933,16,12385919,2178,2734067,665870,774119.94,3,1853527,8,665870,34.83,0,0,0
F03E27CA,Hyphopichia buzzinii,Hyphopichia_buzzinii_CBS_14300,76,12622669,2147,1148377,111059,166087.75,12,316337,42,96313,41.65,0,0,0
FA25435C,Hyphopichia fennica,Hyphopichia_fennica_NRRL_Y-7505,117,13922099,2138,993346,65369,118992.30,16,277837,59,65369,32.54,0,0,0
F635B088,Isabelozyma gotoi,Hyphopichia_gotoi_NRRL_Y-27225,56,12423701,2141,906092,136380,221851.80,10,487633,26,142968,40.55,0,0,0
FF665BA3,Isabelozyma heimii,Hyphopichia_heimii_NRRL_Y-7502,178,12383064,2007,640536,34589,69567.78,28,141867,88,34618,40.39,0,1,0
F718F643,Hyphopichia homilentoma,Hyphopichia_homilentoma_JCM_1507,8,12176763,880916,2570408,1381050,1522095.38,3,1810771,7,930875,49.41,0,0,0
F7F7768A,Hyphopichia khmerensis,Hyphopichia_khmerensis_CBS_9784,175,13291311,2068,624728,41795,75950.35,30,138866,88,41795,32.36,0,0,1
F1D208F1,Hyphopichia pseudoburtonii,Hyphopichia_pseudoburtonii_makgeolli,8,15547333,876631,3163475,2047225,1943416.62,4,2047225,7,1094404,36.00,0,0,0
F9D2C3C9,Isabelozyma pseudorhagii,Hyphopichia_pseudorhagii_NRRL_YB-2076,79,12396282,2002,1250291,15351,156914.96,9,509551,25,163724,40.73,0,0,0
FD489B9E,Isabelozyma rhagii,Hyphopichia_rhagii_NRRL_Y-2594,36,12334343,2510,1078932,309878,342620.64,7,686262,18,309878,40.82,0,0,1
F6A8E376,Hyphopichia wangnamkhiaoensis,Hyphopichia_wangnamkhiaoensis_CBS_11695,180,14563185,2022,387385,58468,80906.58,32,156763,101,45027,37.35,0,0,0
F75F82C2,Hypocenomyce scalaris,Hypocenomyce_scalaris_T1881,1374,31917170,5009,194548,15288,23229.38,269,33925,948,10222,48.31,0,9,2
F12F7726,Hypocreaceae sp.,Hypocreaceae_sp._CTeuk-1143,194,28747115,5287,718002,103025,148181.01,40,245550,116,81374,49.58,0,0,0
FA2896D1,Hypocreales sp.,Hypocreales_sp.,215,31641599,2273,856286,94595,147170.23,38,246116,129,71748,50.06,0,3,5
F0110880,Hypocreales sp. ML197-S3,Hypocreales_sp._ML197-S3_ML197-S3,136,30923763,2069,1454176,93480,227380.61,18,648479,57,149174,50.54,0,2,0
FA0D9574,Hypocreales sp. Mo6-1,Hypocreales_sp._Mo6-1_Mo6-1,31,25102947,2964,5998088,30489,809772.48,3,4912384,6,2009060,60.19,3,4,4
F0CB72E7,Hypocrella siamensis,Hypocrella_siamensis_MTCC_10142,1644,28437122,2009,246067,10914,17297.52,295,28049,1026,7971,53.16,0,2,0
F7E85F0F,Hypomontagnella monticulosa,Hypomontagnella_monticulosa_CLL_205,16,42321440,28776,7283536,3374417,2645090.00,4,5056634,9,2461405,46.28,0,3,3
F822E921,Hypomontagnella submonticulosa,Hypomontagnella_submonticulosa_NC0708,122,40045088,2804,1980662,67366,328238.43,15,917976,45,297312,47.32,0,11,9
F12353F0,Hypomyces perniciosus,Hypomyces_perniciosus_HP10,23,44006492,15331,6938476,325907,1913325.74,4,5099276,9,2013553,44.39,3,8,6
F8558C9E,Hypomyces rosellus,Hypomyces_rosellus_CCMJ2808,8,38475127,160554,7363356,4995562,4809390.88,4,4995562,7,4617620,48.24,0,3,2
F60F1927,Hypoxylon argillaceum,Hypoxylon_argillaceum_CBS_527.63,1446,53559658,2002,1049286,7504,37039.87,100,154575,489,15785,40.79,0,4,2
F1E7544A,Hypoxylon cercidicola,Hypoxylon_cercidicola_CBS_119009,59,36613806,2661,4051122,335233,620572.98,9,1300530,29,393944,50.42,1,5,9
F89452ED,Hypoxylon crocopeplum,Hypoxylon_crocopeplum_CBS_119004,160,40701959,2011,2544341,55761,254387.24,17,758131,57,218079,48.22,0,11,8
F08016EA,Hypoxylon fragiforme,Hypoxylon_fragiforme_CBS_206.31,15,36400909,6735,4738574,3099413,2426727.27,5,3869588,9,2808089,46.84,9,10,9
FDFA0E72,Hypoxylon fuscum,Hypoxylon_fuscum_CBS_119018,437,38875423,2065,639116,52452,88959.78,64,191288,214,55999,48.10,0,6,2
F65DA903,Hypoxylon intermedium,Hypoxylon_intermedium_IRGN_7H7UHZAFZ2,3383,35101205,2001,2606078,4376,10375.76,50,17829,2109,3587,45.88,0,5,16
FDBA2DE2,Hypoxylon lenormandii,Hypoxylon_lenormandii_G6LIHH42X8,3013,38236609,2002,2852706,5317,12690.54,48,23555,1792,4482,46.24,0,4,4
F643D8F4,Hypoxylon lienhwacheense,Hypoxylon_lienhwacheense_MFLUCC_14-1231,61,35785595,4573,4201582,176447,586649.10,7,1602745,23,372431,45.39,0,1,0
F20E334F,Hypoxylon perforatum,Hypoxylon_perforatum_IRGN_892KQTGGP1,505,43225028,2003,4544212,9845,85594.11,6,3279657,73,29566,48.90,0,0,2
FC80843A,Hypoxylon pulicicidum,Hypoxylon_pulicicidum_ATCC_74245,25,43538995,8695,5196063,1331137,1741559.80,5,3746519,11,1683835,44.83,5,12,12
FD3FE154,Hypoxylon rickii,Hypoxylon_rickii_MUCL_53309,70,41831156,2018,8884917,23235,597587.94,4,3963481,10,941969,46.37,0,5,14
F5721576,Hypoxylon rubiginosum,Hypoxylon_rubiginosum_MUCL52887,70,48274338,34275,3213738,457201,689633.40,13,1165420,42,380203,44.08,0,7,3
F622B0EE,Hypoxylon sp. CI-4A,Hypoxylon_sp._CI-4A_CI-4A,487,37120654,2012,1159409,5794,76223.11,34,353085,125,70168,46.38,0,5,6
FB1354BD,Hypoxylon sp. CO27-5,Hypoxylon_sp._CO27-5_CO27-5,473,46541945,2047,578297,62912,98397.35,83,184314,259,53020,40.48,0,9,12
FBFD5FD0,Hypoxylon sp. E7406B,Hypoxylon_sp._E7406B_E7406B,521,39578284,2010,1134080,6797,75966.00,35,337091,125,75490,46.80,0,6,5
F5AA59F2,Hypoxylon sp. EC38,Hypoxylon_sp._EC38_EC38,225,47628850,2013,3254829,10843,211683.78,16,986516,52,261245,39.80,0,8,3
FA16B63D,Hypoxylon sp. FL0543,Hypoxylon_sp._FL0543_FL0543,59,38117791,2603,3596941,404326,646064.25,8,1362539,28,410888,47.94,0,8,6
F9CE2D6D,Hypoxylon sp. FL0890,Hypoxylon_sp._FL0890_FL0890,79,40405296,6124,2004013,338650,511459.44,16,834990,48,271878,44.97,0,9,8
F65EBA67,Hypoxylon sp. FL1150,Hypoxylon_sp._FL1150_FL1150,637,41361655,2004,904857,15752,64931.95,64,210932,230,36560,44.84,0,4,3
F0F5A4C0,Hypoxylon sp. FL1284,Hypoxylon_sp._FL1284_FL1284,35,37089996,7567,5037610,504687,1059714.17,6,2321875,14,1129476,50.50,0,8,11
F38991DD,Hypoxylon sp. FL1857,Hypoxylon_sp._FL1857_FL1857,134,43377535,2049,1516873,177811,323712.95,22,682580,63,232861,44.82,0,8,11
FEC348D5,Hypoxylon sp. NC0597,Hypoxylon_sp._NC0597_NC0597,97,35918646,11412,2334086,242024,370295.32,17,662971,52,206477,47.88,0,4,4
FC27D229,Hypoxylon sp. NC1633,Hypoxylon_sp._NC1633_NC1633,139,40120527,2163,2102911,114728,288636.88,18,662074,62,139474,46.48,0,7,6
FE4E775C,Hypoxylon sp. PDH2405,Hypoxylon_sp._PDH2405_PDH2405,306,41492283,2055,1633323,34597,135595.70,31,372686,113,97041,44.57,0,3,6
FF5F397B,Hypoxylon subgilvum,Hypoxylon_subgilvum_IRGN_QKTWJVJSB6,5854,56018124,2002,3781283,3426,9569.20,13,54892,3560,2981,49.78,0,10,2
FFE6EACA,Hypoxylon trugodes,Hypoxylon_trugodes_CBS_135444,60,39329967,2076,4870329,7553,655499.45,5,3593318,11,1720041,45.27,3,7,7
F6DEEE36,Hypsizygus marmoreus,Hypsizygus_marmoreus_HM62,43,43680284,4000,5516215,28562,1015820.56,5,4102088,11,2188314,49.58,10,12,11
FADEAC3C,Hypsizygus ulmarius,Hypsizygus_ulmarius_D51,2787,32026398,2001,268527,5531,11491.35,352,21199,1671,4279,48.11,0,3,7
FDB986F7,Hysterangium stoloniferum,Hysterangium_stoloniferum_HS.BST,648,111826761,2066,4441011,45215,172572.16,54,556068,241,99267,44.12,0,0,0
F1896437,Hysterium pulicare,Hysterium_pulicare_EB0238,753,38059238,2006,412304,29284,50543.48,125,90260,420,24786,48.91,1,1,5
FA49E9D2,Icmadophila ericetorum,Icmadophila_ericetorum_T1913,836,36913724,5010,522100,24391,44155.17,128,81546,479,19128,47.03,0,0,2
F1B4BC9D,Ilyonectria destructans,Ilyonectria_destructans_MPI-CAGE-AT-0134,81,71713807,2059,7387871,246685,885355.64,9,3233198,28,507545,50.70,0,1,10
F2B56E29,Ilyonectria mors-panacis,Ilyonectria_mors-panacis_g3b,145,61489895,12370,2825696,181409,424068.24,20,1010206,62,290232,48.72,0,2,1
F2C262E7,Ilyonectria robusta,Ilyonectria_robusta_PMI_751,250,59619401,2060,5209106,29547,238477.60,13,1240368,59,143242,51.70,0,0,2
F383E729,Ilyonectria sp. MPI-CAGE-AT-0026,Ilyonectria_sp._MPI-CAGE-AT-0026_MPI-CAGE-AT-0026,80,62826576,2194,5346364,260400,785332.20,10,2311083,30,552424,51.52,0,2,7
F94E95E9,Imleria badia,Imleria_badia_84.06,1092,37985051,2007,1233347,13092,34784.85,107,88503,521,14462,48.95,0,0,3
FB70174C,Immersiella caudata,Immersiella_caudata_CBS_606.72,11,41294634,20119,8772197,4606282,3754057.64,3,6125736,7,4155242,55.04,0,0,2
F8D73348,Immersiporthe knoxdaviesiana,Immersiporthe_knoxdaviesiana_CMW_37318,12,38985688,130039,7767673,3171976,3248807.33,4,3955278,9,2481546,53.92,3,4,4
F8035711,Imshaugia aleurites,Imshaugia_aleurites,407,35773395,2010,798400,20538,87895.32,48,226984,153,65785,47.47,0,5,8
F35E7A8D,Incumbomyces delicatus,Incumbomyces_delicatus_CBS_129047,12,31596004,40050,5795175,3013058,2633000.33,3,4869129,7,1824502,49.38,2,2,5
F64EB132,Incumbomyces lentus,Incumbomyces_lentus_CBS_128958,15,27125781,26657,5036829,1344473,1808385.40,4,3707458,7,2175658,50.00,3,5,4
FA695614,Infundibulicybe gibba,Infundibulicybe_gibba_IJFM_A808,1228,65928442,2011,2648517,19207,53687.66,82,176101,624,19002,49.87,0,1,2
F23AF230,Inonotus hispidus,Inonotus_hispidus_NPCB_001,17,34017109,305851,4469123,1612522,2001006.41,5,2340722,14,1228728,48.39,0,2,0
F5D70A68,Inonotus obliquus,Inonotus_obliquus_CFCC83414,32,36126319,15401,4357162,38208,1128947.47,5,3094001,12,1918768,47.48,9,9,13
F69B775A,Inosperma sp. D86,Inosperma_sp._D86_D86,7707,50091947,2001,163243,4365,6499.54,1598,8389,5658,2955,44.94,0,11,15
FD7FCB53,Intubia oerlemansii,Intubia_oerlemansii_CMW47056,768,26215297,2037,254461,24128,34134.50,146,55224,465,17125,53.77,0,0,1
F5EB64AB,Iodosphaeria phyllophila,Iodosphaeria_phyllophila_IRGN_GE5HT45T11,17123,88371168,2001,370614,2729,5160.96,2250,7404,12953,2257,50.94,0,22,33
F9537470,Irineochytrium annulatum,Irineochytrium_annulatum_JEL0729,2768,35827091,2001,487796,7725,12943.31,446,20982,1732,5459,54.10,0,18,16
FBBD1B91,Irpex lacteus,Irpex_lacteus_F17,317,44362654,10091,3253204,19411,139945.28,12,1154715,82,48667,49.47,1,21,9
FCCB914F,Irpex rosettiformis,Irpex_rosettiformis_CBS_384.51,188,34472160,2002,3077710,26647,183362.55,13,858008,51,146921,47.56,0,5,3
F432CEE9,Irpex sp. M6601,Irpex_sp._M6601_M6601,1652,36592434,2007,400435,9729,22150.38,213,50623,857,9110,50.78,0,5,5
F23B55D4,Irpex sp. P115-07,Irpex_sp._P115-07_P115-07,5629,38141271,2001,53373,4955,6775.85,1309,8904,4139,3199,51.64,0,8,7
FE7B1BCA,Irpex sp. PG99-01B2,Irpex_sp._PG99-01B2_PG99-01B2,2675,14097102,2001,45994,3827,5269.94,650,6333,2062,2629,48.85,0,3,6
FFC159DB,Irpex sp. Y119-03,Irpex_sp._Y119-03_Y119-03,652,36687206,2011,810869,16239,56268.72,68,154597,265,29216,50.91,0,7,2
F464DE56,Jaapia argillacea,Jaapia_argillacea_MUCL_33604,295,45045899,2013,3433974,3822,152697.96,13,1085034,54,179359,47.81,0,3,6
F4BB256C,Jackrogersella minutella,Jackrogersella_minutella_CBS_135445,458,35550609,2092,660605,47453,77621.42,71,138123,237,42838,48.11,0,0,2
FAF950E7,Jackrogersella multiformis,Jackrogersella_multiformis_CBS_119016,18,38490512,8633,5136733,2982352,2138361.78,5,4087316,10,1966676,45.79,3,8,6
F591856B,Jamesozyma gamospora,Jamesozyma_gamospora_NRRL_Y-48841,456,11184718,2025,184517,15385,24527.89,74,44487,255,11334,27.31,0,1,0
F36B68B3,Jamesozyma hellenica,Jamesozyma_hellenica_NRRL_Y-48844,317,11803687,2010,299209,16994,37235.61,43,86107,148,20644,28.93,0,1,0
FE0E17EB,Jamesozyma jinghongensis,Jamesozyma_jinghongensis_CBS_15232,372,11461434,2014,264844,18845,30810.31,60,56012,204,15092,35.53,0,1,0
F2CD093D,Jamesozyma lodderae,Jamesozyma_lodderae_NRRL_Y-8280,147,12002110,2008,662102,45308,81647.01,22,177372,73,45650,33.62,0,0,0
F3DC5E42,Jamesozyma piceae,Jamesozyma_piceae_NRRL_Y-17977,324,12863802,2017,318812,20661,39703.09,48,86271,157,23003,32.77,0,2,1
F2B86DB9,Jamesozyma rosinii,Jamesozyma_rosinii_NRRL_Y-17919,247,12111177,2010,866823,6315,49033.11,19,201976,68,35458,40.43,0,0,0
FC680AAB,Jamesozyma spencerorum,Jamesozyma_spencerorum,39,12317849,2485,1538249,231396,315842.28,7,634992,17,295884,33.47,0,0,1
F8EFAFE3,Jaminaea rosea,Jaminaea_rosea_MCA_5214,21,16615586,93164,3091552,626183,791218.38,6,754703,17,454517,59.40,0,0,0
FE717782,Jimgerdemannia flammicorona,Jimgerdemannia_flammicorona_GMNB39,26351,228820803,2001,91366,6351,8683.57,5889,11984,18543,4090,42.50,0,29,53
F113D02F,Jimgerdemannia lactiflua,Jimgerdemannia_lactiflua_OSC162217,29420,156647638,2001,52467,4106,5324.53,7721,6349,22727,2716,44.15,1,105,105
FDBCB1DC,Juglanconis juglandina,Juglanconis_juglandina_CBS_121083,4827,45201341,2001,267504,5703,9364.27,827,15143,3204,3902,50.63,0,31,30
F8F03145,Juglanconis oblonga,Juglanconis_oblonga_AR4414,2366,43392627,2004,272629,10119,18340.08,356,35177,1335,8039,52.60,0,6,6
F3B086DC,Juglanconis sp. DMW523,Juglanconis_sp._DMW523_DMW523,3061,40971371,2002,186778,8664,13384.96,557,20149,1990,6101,53.61,0,10,8
F4F49AF5,Kalaharituber pfeilii,Kalaharituber_pfeilii_F3,526,78920592,2013,2993692,17153,150039.15,31,629446,132,119199,46.26,0,4,27
FE85A8B4,Kalmanozyma brasiliensis,Kalmanozyma_brasiliensis_GHG001,35,17319911,2093,2209810,478706,494854.60,7,720612,20,424542,58.10,8,13,20
F61ABECA,Kalmusia sp. IMI 367209,Kalmusia_sp._IMI_367209_IMI_367209,30,42784582,25972,4380344,1204277,1426152.73,7,2200773,18,892557,49.69,0,0,0
FD82D3E5,Kappamyces sp. JEL0680,Kappamyces_sp._JEL0680_JEL0680,1553,11019467,2001,119288,4649,7095.60,302,9708,1109,3079,52.06,0,0,0
F5417863,Kappamyces sp. JEL0829,Kappamyces_sp._JEL0829_JEL0829,315,11618999,2033,318631,15186,36885.71,39,100276,142,18128,52.49,0,0,1
F649C75A,Karstenula rhodostoma,Karstenula_rhodostoma_CBS_690.94,97,45010907,2045,3083553,6965,464029.97,10,1929311,21,988968,47.16,2,7,12
F48FB45B,Kazachstania africana,Kazachstania_africana_CBS_2517,12,11130140,421466,1757399,888590,927511.67,4,1026673,10,578118,36.28,0,0,0
FCB7C4F8,Kazachstania bromeliacearum,Kazachstania_bromeliacearum_NRRL_Y-48836,183,11040986,2016,611906,14164,60333.26,19,179553,67,41826,34.64,0,0,0
FD4CCCB8,Kazachstania kunashirensis,Kazachstania_kunashirensis_NRRL_Y-27209,102,10712855,2031,475500,53176,105027.99,17,237337,48,67270,32.38,0,0,0
F15517FD,Kazachstania martiniae,Kazachstania_martiniae_NRRL_Y-409,190,11520851,2030,687993,10368,60636.06,20,211060,62,45225,33.69,0,0,1
FF1E9B6E,Kazachstania psychrophila,Kazachstania_psychrophila_CBS_12689,59,10467686,2023,844606,137679,177418.41,12,324962,31,121712,33.28,0,0,0
FC8A2777,Kazachstania sp. F8220,Kazachstania_sp._F8220_F8220,503,24346151,2046,328886,27978,48401.89,81,89924,274,24907,32.14,0,0,0
FB4DF14D,Kazachstania sp. F8402,Kazachstania_sp._F8402_F8402,954,24284640,2046,241140,17345,25455.60,179,42494,576,12731,32.14,0,1,2
F0284C4E,Kazachstania sp. M6911,Kazachstania_sp._M6911_M6911,1325,24903627,2003,163306,12127,18795.19,240,31330,806,8819,32.16,0,3,2
F85648D8,Kazachstania sp. P8426,Kazachstania_sp._P8426_P8426,445,24309836,2002,339829,31852,54628.84,74,98313,246,27391,32.13,0,0,0
F0841F11,Kazachstania sp. PG8210,Kazachstania_sp._PG8210_PG8210,507,24250777,2051,344486,28982,47831.91,84,84321,283,24923,32.12,0,0,0
FD864D54,Kazachstania sp. Y4206,Kazachstania_sp._Y4206_Y4206,95,13121510,2042,774114,69233,138121.16,16,291285,43,118545,30.34,0,0,1
FE15E9D7,Kazachstania taianensis,Kazachstania_taianensis_NRRL_Y-48846,156,13447799,2044,513399,41828,86203.84,20,194154,72,53086,43.28,0,1,0
FBACAA8A,Kazachstania viticola,Kazachstania_viticola_NRRL_Y-27206,235,11232397,2001,289381,23026,47797.43,35,103609,116,23963,32.71,0,0,0
F903EF1C,Keithomyces neogunnii,Keithomyces_neogunnii_Cg7.2a,13,32607973,249801,6888229,1683312,2508305.62,3,5077884,8,1178571,52.16,1,6,6
F964385A,Kendrickiella phycomyces,Kendrickiella_phycomyces_JCM_18027,26,21030488,2329,3518504,131127,808864.92,5,1980891,10,1459954,58.28,6,8,10
F9F51274,Kickxella alabastrina,Kickxella_alabastrina_RSA_675,208,22252420,2398,2155275,23051,106982.79,13,607295,72,30241,48.85,0,0,0
FC169706,Kluyveromyces aestuarii,Kluyveromyces_aestuarii_NRRL_YB-4510,57,9929303,2040,907998,28311,174198.30,8,516559,19,144866,38.48,0,0,0
F8DA06A8,Kluyveromyces dobzhanskii,Kluyveromyces_dobzhanskii_NRRL_Y-1974,46,10708835,2585,1606910,127372,232800.76,5,778961,21,144443,41.37,0,0,0
F85BD62F,Kluyveromyces lactis,Kluyveromyces_lactis_NRRL_Y-1140,7,10729447,40291,2602197,1715506,1532778.14,3,1753957,6,1062590,38.72,0,0,0
FD77BC20,Kluyveromyces marxianus,Kluyveromyces_marxianus_DMKU3-1042,9,10966467,46308,1745387,1353011,1218496.33,4,1421472,7,963005,40.12,0,0,0
F40F7906,Kluyveromyces nonfermentans,Kluyveromyces_nonfermentans_NRRL_Y-27343,53,9402362,2148,1408795,32637,177403.06,6,432147,19,210240,36.17,0,0,0
F8127FFE,Kluyveromyces siamensis,Kluyveromyces_siamensis_CBS_10860,100,9905771,2481,570253,54763,99057.71,15,239222,48,66172,38.34,0,0,3
F3AA8017,Kluyveromyces sp. PCH397,Kluyveromyces_sp._PCH397_PCH397,539,12312753,2697,148853,11520,22843.70,89,43428,350,8822,40.18,0,0,1
F4FDA916,Kluyveromyces sp. yHMH660,Kluyveromyces_sp._yHMH660_yHMH660,30,10011199,2008,1438379,159614,333706.63,4,1110509,12,306994,43.78,0,0,0
FC8F7EDF,Kluyveromyces starmeri,Kluyveromyces_starmeri_UFMG-CM-Y3682,28,9452514,2408,1258527,229197,337589.79,5,914293,14,229197,44.08,0,0,0
FB36EB5C,Kluyveromyces wickerhamii,Kluyveromyces_wickerhamii_NRRL_Y-8286,35,9832998,2082,1145211,129881,280942.80,6,673443,15,239990,40.98,0,0,0
F496409D,Knoxdaviesia capensis,Knoxdaviesia_capensis_CMW40890,28,35536590,4075,5637848,474253,1269163.93,4,4176071,11,993733,52.77,0,1,0
F8E5EBB9,Knoxdaviesia proteae,Knoxdaviesia_proteae_CMW40885,110,35458032,2020,2610973,103379,322345.75,14,759387,42,293031,52.29,0,2,0
F8D84E8B,Knufia fluminis,Knufia_fluminis_FJI-L2-BK-P2,124,30314783,2045,2043846,53728,244474.06,12,791130,44,200127,50.70,1,10,10
F764E147,Knufia obscura,Knufia_obscura_CCFEE_5817,54,30507620,4628,4888905,68354,564955.93,6,1876131,17,458232,50.64,0,2,8
F9501015,Knufia peltigerae,Knufia_peltigerae_TK_35,308,38816290,2057,964009,75892,126026.92,48,230415,168,66506,52.36,0,9,4
F7BFE363,Knufia petricola,Knufia_petricola_MA_5789,277,27645547,2033,1274931,27754,99803.42,30,265218,103,66719,51.70,0,10,9
FAD219BA,Knufia sp. JES_112,Knufia_sp._JES_112_JES_112,471,32584819,2147,427480,46951,69182.21,87,117971,282,32261,48.25,0,2,3
F70C0600,Kockiozyma suomiensis,Kockiozyma_suomiensis_NRRL_Y-17356,33,13995969,2398,1612120,304848,424120.27,7,900827,17,304848,44.40,0,0,0
FB0378CF,Kockovaella imperatae,Kockovaella_imperatae_NRRL_Y-17943,34,17459287,10818,2013504,340098,513508.44,6,1071374,16,444666,52.20,0,1,7
F5719B71,Kodamaea alishanica,Kodamaea_alishanica_CBS_11429,68,11600403,2100,886914,79915,170594.16,9,460422,29,156604,34.96,0,0,0
FDC18538,Kodamaea anthophila,Kodamaea_anthophila_UWOPS95-602.1,109,18246448,2165,1187374,81588,167398.61,16,346850,50,100864,44.45,0,0,0
F12613A2,Kodamaea arcana,Kodamaea_arcana_NRRL_Y-27712,63,15493070,2011,1473551,69501,245921.75,8,739614,25,178344,37.50,0,0,0
F72C83B4,Kodamaea derodonti,Kodamaea_derodonti_NRRL_Y-27711,45,14151075,2004,1323800,265403,314468.33,8,714294,21,287438,37.26,0,0,0
FB76BC90,Kodamaea fukazawae,Kodamaea_fukazawae_JCM_1641,100,13533837,2112,685257,67871,135338.37,17,309346,47,91075,47.04,0,0,0
FE530D73,Kodamaea fungicola,Kodamaea_fungicola_JCM_10142,47,12812615,2027,1031974,191069,272608.83,9,554675,24,191069,40.05,0,0,0
F1083CD2,Kodamaea hsintzibuensis,Kodamaea_hsintzibuensis_CBS_11427_T,103,15121976,2041,1351810,40880,146815.30,12,371938,39,99364,38.83,0,0,0
F6597850,Kodamaea jinghongensis,Kodamaea_jinghongensis_CBS_14700,67,13161920,2295,1255480,130465,196446.57,10,426538,34,130465,43.97,0,0,0
F01DE0FC,Kodamaea kakaduensis,Kodamaea_kakaduensis_CBS_8611,113,15986796,2065,1171184,95344,141476.07,18,272723,58,88462,43.41,0,0,0
F132A6B5,Kodamaea kaohsiungensis,Kodamaea_kaohsiungensis_CBS_11435,87,15171092,2033,972470,62711,174380.37,12,455493,34,116860,38.86,1,2,2
F6E76228,Kodamaea laetipori,Kodamaea_laetipori_NRRL_Y-27713,40,14948952,2091,1927895,182743,373723.80,7,873297,17,274311,40.30,0,0,0
FAB53088,Kodamaea leandrae,Kodamaea_leandrae_NRRL_Y-27757,54,13067898,2150,965509,128780,241998.11,9,534380,28,125778,44.78,0,0,0
F640C7AE,Kodamaea lidongshanica,Kodamaea_lidongshanica_CBS_11426,647,23454883,2030,300784,17372,36251.75,88,79515,308,20710,39.53,0,3,1
FCA35080,Kodamaea neixiangensis,Kodamaea_neixiangensis_CBS_14699,103,14331626,2011,748582,65987,139142.00,16,315246,45,104488,43.99,0,0,0
